MAL_ID,eng_version,Score,Genres,Episodes,Type,Studios,Completed,Rating,Producers,Duration,Members
3478,Mrs. Junkie,6.7,Hentai,2,OVA,,3827,Rx - Hentai,"Milky Animation Label, T-Rex",30 min. per ep.,6693
9883,Osomatsu-kun (1988),6.7,Comedy,86,TV,Studio Pierrot,1026,G - All Ages,"Fuji TV, Yomiuri Advertising, Fujipacific Music",24 min. per ep.,4597
39188,Xie Wang Zhui Qi,6.7,"Action, Comedy, Drama, Romance, Martial Arts, Fantasy",13,ONA,KJJ Animation,5275,PG-13 - Teens 13 or older,iQIYI,13 min. per ep.,11547
41917,Min Diao Ju Yi Wen Lu,6.7,"Action, Adventure, Supernatural, Thriller",12,ONA,B.CMAY PICTURES,155,,,24 min. per ep.,1326
16644,Soushi Souai: Junai Mellow yori,6.7,Hentai,1,OVA,,3508,Rx - Hentai,Pashmina,26 min.,5550
41052,Mr. Osomatsu-san the Movie:Prologue Theater,6.7,"Comedy, Parody",6,Special,,730,PG-13 - Teens 13 or older,,2 min. per ep.,1482
31629,Granblue Fantasy The Animation,6.7,"Adventure, Fantasy",13,TV,A-1 Pictures,63855,PG-13 - Teens 13 or older,"Aniplex, Tohokushinsha Film Corporation, Cygames",23 min. per ep.,144869
34776,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,6.7,"Action, Sci-Fi, Adventure, Drama, Mecha",5,ONA,Bones,2548,PG-13 - Teens 13 or older,,4 min. per ep.,6528
4793,Pokemon:Pikachu and Pichu,6.69,"Adventure, Comedy, Fantasy, Kids",1,Movie,OLM,32841,PG - Children,,22 min.,35067
36995,Precure Super Stars! Movie,6.69,"Action, Fantasy, Magic",1,Movie,Toei Animation,880,G - All Ages,,1 hr. 10 min.,2074
4532,Brave of the Sun Fighbird,6.69,"Action, Mecha, Sci-Fi",48,TV,Sunrise,545,G - All Ages,Nagoya Broadcasting Network,23 min. per ep.,2481
234,Dan Doh!!,6.69,"Adventure, Sports, Shounen",26,TV,Tokyo Kids,1873,G - All Ages,"TV Tokyo, HoriPro",24 min. per ep.,3514
13281,FlashBack,6.69,Music,1,Music,,1905,PG-13 - Teens 13 or older,Toy's Factory,3 min.,2281
34812,ViVid Strike! Specials,6.69,"Action, Drama, Magic, Martial Arts",3,Special,Seven Arcs Pictures,3567,PG-13 - Teens 13 or older,,18 min. per ep.,6739
38620,Kanpeki Ojousama no Watakushi ga Dogeza de Mazo Ochisuru Choroin na Wakenai desu wa!,6.69,Hentai,,OVA,,4,Rx - Hentai,PoRO,22 min.,4610
1103,Marriage of God & Soul Godannar!!,6.69,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",13,TV,OLM,5011,R+ - Mild Nudity,AIC,25 min. per ep.,14240
2492,Touch 2: Sayonara no Okurimono,6.69,"Drama, Romance, Sports",1,Movie,Group TAC,1029,PG-13 - Teens 13 or older,"OB Planning, Asatsu DK, Fuji TV, Toho",1 hr. 20 min.,1764
3077,Laughing Salesman,6.69,"Comedy, Psychological, Supernatural, Drama, Seinen",103,TV,Shin-Ei Animation,638,R+ - Mild Nudity,TBS,10 min. per ep.,4347
21177,Nobunaga the Fool,6.69,"Action, Historical, Mecha, Sci-Fi",24,TV,Satelight,37730,R - 17+ (violence & profanity),"TV Tokyo, Sotsu, Lantis, Media Factory",24 min. per ep.,88201
2511,Time Stranger,6.69,"Action, Sci-Fi",1,Movie,Production Reed,983,PG-13 - Teens 13 or older,,1 hr. 28 min.,2327
34638,Jitaku Keibiin,6.69,Hentai,4,OVA,Suzuki Mirano,4009,Rx - Hentai,,20 min. per ep.,8693
8092,Bakumatsu no Spasibo,6.69,Historical,1,Movie,,421,,Magic Bus,1 hr. 25 min.,1166
38009,Re:Stage! Dream Days♪,6.69,"Music, School, Slice of Life",12,TV,"Yumeta Company, Graphinica",3056,PG-13 - Teens 13 or older,"Pony Canyon, Yomiuri TV Enterprise, Bit Promotion",23 min. per ep.,8117
20871,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,6.69,"Comedy, Fantasy, Shounen",1,Special,Toei Animation,5912,PG-13 - Teens 13 or older,,12 min.,8457
29868,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,6.69,"Kids, Magic, Fantasy, Shoujo",1,Movie,Toei Animation,1593,G - All Ages,Kinoshita Group Holdings,1 hr. 15 min.,2751
25689,Hyakka Ryouran: Samurai After,6.69,"Ecchi, Harem",2,OVA,Arms,9753,R+ - Mild Nudity,,24 min. per ep.,18363
2505,Ringetsu The Animation,6.69,Hentai,3,OVA,Flavors Soft,2849,Rx - Hentai,Milky Animation Label,27 min. per ep.,5071
2576,Raccoon Rascal,6.69,"Drama, Historical, Slice of Life",52,TV,Nippon Animation,813,G - All Ages,,26 min. per ep.,1979
1917,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,6.69,"Mecha, Military, Sci-Fi, Space",3,OVA,Sunrise,8509,PG-13 - Teens 13 or older,,27 min. per ep.,12659
32287,Kanamewo,6.69,"Romance, Supernatural, Drama, Shoujo Ai",1,ONA,,8805,PG-13 - Teens 13 or older,,5 min.,12413
13173,Puka Puka Juju,6.69,"Fantasy, Slice of Life",1,Movie,,3313,G - All Ages,The Answer Studio,24 min.,4798
30953,Arslan Senki (TV): Arsen 4-koma Gekijou,6.69,Comedy,8,Special,"SANZIGEN, LIDENFILMS",3872,PG-13 - Teens 13 or older,,1 min. per ep.,9542
32446,MONSTER GENERATiON,6.69,Music,1,Music,NAZ,1558,G - All Ages,,1 min.,2066
9353,D.C. I&II P.S.P. Re-Animated,6.69,"Magic, Harem, Romance, Drama",1,OVA,Zexcs,3025,PG-13 - Teens 13 or older,,22 min.,5610
38799,Koukaku Kidoutai: SAC_2045,6.69,"Action, Military, Sci-Fi, Police, Mecha, Seinen",12,ONA,"Production I.G, Sola Digital Arts",6587,R - 17+ (violence & profanity),,24 min. per ep.,25527
1805,Master of Mosquiton,6.69,"Action, Adventure, Comedy, Demons, Supernatural, Vampire",6,OVA,,2745,PG-13 - Teens 13 or older,"Nippon Columbia, Zero-G Room",27 min. per ep.,4718
39605,Hataraku Saibou Specials,6.69,"Comedy, Parody, Shounen",5,Special,,4428,G - All Ages,,4 min. per ep.,12252
1597,Panyo Panyo Di Gi Charat,6.69,Comedy,48,TV,Madhouse,1918,G - All Ages,Broccoli,8 min. per ep.,4494
4050,Mushiking:The Guardians of the Forest,6.69,Fantasy,52,TV,TMS Entertainment,1273,G - All Ages,"TV Tokyo, Yomiuri Advertising",22 min. per ep.,2575
12585,Inazuma Eleven Go Specials,6.69,"Sports, Super Power, Shounen",2,Special,OLM,3341,G - All Ages,,23 min. per ep.,4743
771,Ginyuu Mokushiroku Meine Liebe Wieder,6.69,"Drama, Fantasy, Shoujo",13,TV,Bee Train,2762,PG-13 - Teens 13 or older,"Geneon Universal Entertainment, Marvelous",24 min. per ep.,6482
17082,Aiura,6.69,"Comedy, School, Shounen, Slice of Life",12,TV,LIDENFILMS,41863,G - All Ages,"Pony Canyon, Tohokushinsha Film Corporation",4 min. per ep.,69699
34055,Berserk:Season II,6.69,"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural",12,TV,"Millepensee, GEMBA",85329,R - 17+ (violence & profanity),"WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games",24 min. per ep.,124485
1541,Fist of the Blue Sky,6.69,"Action, Historical, Martial Arts",22,TV,APPP,3591,R - 17+ (violence & profanity),TV Asahi,27 min. per ep.,9526
797,Hanaukyou Maid-tai OVA,6.69,"Comedy, Ecchi, Harem, Romance",3,OVA,Daume,6586,R+ - Mild Nudity,m.o.e.,14 min. per ep.,8732
11491,Recorder and Randsell,6.69,"Comedy, School, Seinen, Slice of Life",13,TV,Seven,28448,PG-13 - Teens 13 or older,"Takeshobo, Dream Creation",3 min. per ep.,43906
31716,Rewrite,6.69,"Action, Comedy, Supernatural, Romance, School",13,TV,8bit,92343,PG-13 - Teens 13 or older,"Aniplex, Mainichi Broadcasting System, Movic, Visual Art's, Magic Capsule, ASCII Media Works, Bushiroad, Tokyo MX, BS11, Lawson",24 min. per ep.,170193
2411,It's a Family Affair,6.69,Hentai,2,OVA,Flavors Soft,6600,Rx - Hentai,Milky Animation Label,30 min. per ep.,10347
2970,Night Wizard,6.69,"Adventure, Fantasy, Magic, Shounen",13,TV,Hal Film Maker,17499,PG-13 - Teens 13 or older,TYO,25 min. per ep.,33839
2802,Candy Candy:Candy's Summer Vacation,6.69,"Slice of Life, Drama, Shoujo",1,Movie,Toei Animation,1085,G - All Ages,,18 min.,1907
39030,Kemono Michi:Rise Up,6.69,"Comedy, Fantasy, Shounen",12,TV,ENGI,75407,PG-13 - Teens 13 or older,"AT-X, Nippon Columbia, Sammy, Kadokawa Media House, Kadokawa, CA-Cygames Anime Fund",23 min. per ep.,135278
10470,God Eater Prologue,6.69,"Action, Fantasy, Military, Sci-Fi",1,Special,ufotable,22438,R - 17+ (violence & profanity),,12 min.,31315
1533,Wedding Peach,6.69,"Adventure, Magic, Comedy, Romance, Shoujo",51,TV,OLM,10689,G - All Ages,"KSS, Nihon Ad Systems, Studio Jack",24 min. per ep.,18357
533,Teacher's Time,6.69,"Comedy, Slice of Life",13,TV,J.C.Staff,3230,PG-13 - Teens 13 or older,,23 min. per ep.,7161
1377,Space Symphonic Poem Maetel:Galaxy Express 999 Side Story,6.69,"Sci-Fi, Space, Drama",13,TV,Azeta Pictures,1474,PG-13 - Teens 13 or older,Animax,25 min. per ep.,3616
36290,Xiang Ling Ji,6.69,"Action, Demons, Fantasy",15,ONA,"Pb Animation Co. Ltd., Studio LAN",538,PG-13 - Teens 13 or older,Tencent Animation & Comics,16 min. per ep.,1610
7619,Spooky Kitaro,6.69,"Adventure, Demons, Supernatural",114,TV,Toei Animation,955,G - All Ages,,25 min. per ep.,2593
21701,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,6.69,"Mystery, Shounen",1,Special,Toei Animation,560,R - 17+ (violence & profanity),,48 min.,1170
6122,Cosplay Sex Machine,6.69,Hentai,2,OVA,,3644,Rx - Hentai,"Digital Works, Y.O.U.C",30 min. per ep.,5766
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",1,OVA,Production Reed,3304,G - All Ages,,21 min.,4941
2695,Mobile Suit Gundam 0083:The Afterglow Of Zeon,6.69,"Action, Sci-Fi, Adventure, Space, Mecha",1,Movie,Sunrise,4019,PG-13 - Teens 13 or older,"Bandai Visual, Sotsu",1 hr. 59 min.,7206
5296,Hell Teacher Nube:Summer Holiday of Fear! Legend of the Sea of Suspicion,6.69,"Action, Horror, School, Shounen, Supernatural",1,Movie,Toei Animation,949,R - 17+ (violence & profanity),,38 min.,1885
36791,Ling Yu 3rd Season,6.69,Fantasy,12,ONA,Haoliners Animation League,720,PG-13 - Teens 13 or older,iQIYI,15 min. per ep.,1456
15409,Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,6.69,Hentai,1,OVA,,4250,Rx - Hentai,Toranoana,30 min.,6653
24271,Paizuri Cheerleader vs. Sakunyuu Ouendan!,6.69,Hentai,1,OVA,,2684,Rx - Hentai,T-Rex,28 min.,4982
39480,Shinmai Maou no Testament Departures: Maria no Hizou Eizou,6.69,"Demons, Ecchi, Harem, Parody",1,Special,,4387,R+ - Mild Nudity,,6 min.,9839
5644,"Sora no Iro, Mizu no Iro Ero Specials",6.68,Hentai,2,OVA,Himajin Planning,1542,Rx - Hentai,Nihikime no Dozeu,11 min. per ep.,2987
2050,Honoo no Tenkousei,6.68,"Action, Comedy, Martial Arts, Parody, School, Shounen, Sports",2,OVA,Gainax,3037,PG-13 - Teens 13 or older,"Studio Fantasia, Youmex, Imagine",23 min. per ep.,5240
17115,Pokémon:Black & White:Adventures in Unova,6.68,"Action, Adventure, Comedy, Kids, Fantasy",14,TV,OLM,25041,PG - Children,TV Tokyo,22 min. per ep.,31492
1669,Beyblade V-Force,6.68,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",51,TV,Nippon Animation,46158,PG - Children,"d-rights, Heewon Entertainment",21 min. per ep.,52260
5962,Metal Fight Beyblade,6.68,"Adventure, Comedy, Sports",51,TV,"Tatsunoko Production, SynergySP, Seven",47495,PG - Children,,25 min. per ep.,55471
2786,Bakegyamon,6.68,"Action, Demons, Fantasy, Game, Shounen",51,TV,Radix,862,PG - Children,"TV Tokyo, Dentsu",25 min. per ep.,2646
5091,Ninja the Wonder Boy,6.68,"Adventure, Comedy, Historical, Supernatural",24,TV,,673,PG - Children,Knack Productions,20 min. per ep.,1146
2032,Wellber no Monogatari: Sisters of Wellber,6.68,"Action, Adventure, Comedy, Drama, Fantasy, Historical",13,TV,Trans Arts,2884,PG-13 - Teens 13 or older,"Production I.G, Nagoya Broadcasting Network",24 min. per ep.,7883
3008,Time Bokan Series: Yatterman,6.68,"Adventure, Comedy, Mecha",108,TV,Tatsunoko Production,2398,G - All Ages,,22 min. per ep.,4159
11615,Morita-san wa Mukuchi. 2,6.68,"Comedy, School, Slice of Life",13,TV,Seven,8921,PG-13 - Teens 13 or older,"DAX Production, Takeshobo",3 min. per ep.,11801
563,DNA²,6.68,"Sci-Fi, Comedy, Romance",12,TV,"Madhouse, Studio Deen",23067,PG-13 - Teens 13 or older,"Starchild Records, Movic, Nippon Television Network",23 min. per ep.,36148
5973,Juden Chan Recharged,6.68,"Ecchi, Comedy, Sci-Fi, Shounen",12,TV,Studio Hibari,16469,R+ - Mild Nudity,"Avex Entertainment, Genco, Mobcast",24 min. per ep.,29057
11083,Nura:Rise of the Yokai Clan - Demon Capital,6.68,"Action, Demons, Shounen, Supernatural",2,Special,Studio Deen,7513,PG-13 - Teens 13 or older,,20 min. per ep.,10595
248,Strawberry 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",12,TV,Madhouse,63592,PG-13 - Teens 13 or older,Shueisha,23 min. per ep.,96555
31427,Zinba,6.68,"Action, Adventure, Comedy, Super Power, Demons, Magic",52,TV,,384,PG - Children,B.CMAY PICTURES,23 min. per ep.,1018
28313,Kanojo wa Dare to demo Sex Suru.,6.68,Hentai,2,OVA,,5707,Rx - Hentai,T-Rex,16 min. per ep.,8868
16964,Inazuma Eleven Go: TCG CM NG-shuu,6.68,Comedy,1,Special,OLM,1505,G - All Ages,,6 min.,2391
1109,Monster Extra: Hottan,6.68,"Drama, Horror, Mystery, Seinen",1,Special,Madhouse,5557,R - 17+ (violence & profanity),VAP,24 min.,8991
32228,Teekyu 7,6.68,"Comedy, Shounen, Sports",12,TV,Millepensee,9726,PG-13 - Teens 13 or older,"DAX Production, Earth Star Entertainment",2 min. per ep.,13118
9335,Megane na Kanojo,6.68,"Comedy, Romance, School, Shounen",4,OVA,AIC Takarazuka,8139,PG-13 - Teens 13 or older,AIC,14 min. per ep.,12743
36685,Force Live,6.68,Music,1,Music,,948,G - All Ages,Broccoli,4 min.,1799
30924,Mikagura School Suite,6.68,"Music, Psychological, School",5,Music,,1095,PG-13 - Teens 13 or older,,3 min. per ep.,2581
8987,Princess Knight☆Catue,6.68,Hentai,3,OVA,Studio 9 MAiami,2904,Rx - Hentai,Valkyria,30 min. per ep.,5287
12591,Ojamajo Doremi OVA,6.68,"Kids, Magic",3,OVA,,743,G - All Ages,,13 min. per ep.,1595
6041,Honoo no Haramase Doukyuusei,6.68,"Harem, Hentai, School, Yuri",2,OVA,,3341,Rx - Hentai,"Milky Animation Label, T-Rex",30 min. per ep.,6786
11635,Sacred Seven:Wings of the Silver Moon,6.68,"Action, School, Sci-Fi, Super Power",1,Movie,Sunrise,2688,PG-13 - Teens 13 or older,,1 hr.,5661
24987,Furueru Kuchibiru Episode 0,6.68,Hentai,1,OVA,,5037,Rx - Hentai,Pashmina,24 min.,6989
12863,Pretty Rhythm: Dear My Future,6.68,"Slice of Life, Sports, Music, Shoujo",51,TV,"Tatsunoko Production, Dongwoo A&E",3456,PG - Children,,23 min. per ep.,6813
3686,Tokimeki Memorial: Only Love Specials,6.68,"Comedy, School",2,Special,,2874,PG-13 - Teens 13 or older,"Studio Pierrot, AIC ASTA, Konami Digital Entertainment",24 min. per ep.,4329
1749,Ah! My Buddha Special,6.68,"Ecchi, Comedy, Romance, Supernatural",1,Special,Studio Deen,10774,R+ - Mild Nudity,,23 min.,13338
4240,Galactic Whirlwind Braiger,6.68,"Action, Sci-Fi, Adventure, Space, Mecha",39,TV,Toei Animation,419,PG-13 - Teens 13 or older,Kokusai Eigasha,23 min. per ep.,1787
10197,Nyanpire The Animation,6.68,"Comedy, Supernatural, Vampire",12,TV,Gonzo,16455,G - All Ages,,4 min. per ep.,24592
33129,Joker Game: Kuroneko Yoru no Bouken,6.68,"Military, Historical, Drama",2,Special,Production I.G,7270,R - 17+ (violence & profanity),,4 min. per ep.,13517
36816,Godzilla:City on the Edge of Battle,6.68,"Action, Adventure, Sci-Fi",1,Movie,Polygon Pictures,21471,R - 17+ (violence & profanity),"Toho, TOHO animation",1 hr. 41 min.,28961
1544,Super Robot Wars Original Generation:The Animation,6.68,"Mecha, Sci-Fi, Shounen, Space",3,OVA,Brain's Base,2049,PG-13 - Teens 13 or older,Bandai Visual,28 min. per ep.,3499
19099,Pokemon:Mewtwo - Prologue to Awakening,6.68,"Adventure, Fantasy, Kids",1,Special,OLM,5459,PG - Children,,26 min.,7001
4031,Charge!! Men's Private School,6.68,"Action, Comedy, Martial Arts, School, Shounen",1,Movie,Toei Animation,1049,PG-13 - Teens 13 or older,,1 hr. 14 min.,1983
420,Spriggan,6.68,"Adventure, Military, Sci-Fi, Shounen",1,Movie,Studio 4°C,13805,R - 17+ (violence & profanity),"TBS, Nichion",1 hr. 30 min.,20495
1509,Save Me! Lollipop,6.68,"Adventure, Comedy, Magic, Romance, Shoujo",13,TV,Studio Comet,13637,PG-13 - Teens 13 or older,Delfi Sound,25 min. per ep.,20070
34204,Sound! Euphonium 2 Specials,6.68,"Music, Comedy, School",7,Special,Kyoto Animation,7967,PG-13 - Teens 13 or older,,2 min. per ep.,15152
20613,Viva Namida,6.68,Music,1,Music,Bones,3711,PG-13 - Teens 13 or older,,5 min.,4311
13937,Saishuu Chikan Densha Next,6.68,Hentai,2,OVA,Office Takeout,2319,Rx - Hentai,Pink Pineapple,30 min. per ep.,4580
40022,Onii-chan Asa made Zutto Gyutte Shite!,6.68,Hentai,,OVA,Studio 1st,1,Rx - Hentai,Mary Jane,16 min.,3547
487,Girls Bravo:Second Season,6.68,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",13,TV,AIC Spirits,60027,R+ - Mild Nudity,"WOWOW, Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",23 min. per ep.,78842
8632,Chuuzumou,6.68,Comedy,1,Movie,Studio Ghibli,507,G - All Ages,,13 min.,1965
42949,Shaonu Qianxian: Renxing Xiao Juchang 2,6.68,"Military, Sci-Fi, Comedy",12,ONA,,194,,,6 min. per ep.,809
33733,Inazuma Eleven:Balance of Ares,6.68,Sports,26,TV,OLM,13799,G - All Ages,"TV Tokyo, Dentsu",23 min. per ep.,24740
14515,Sasami-san@Ganbaranai,6.68,"Comedy, Romance, Supernatural",12,TV,Shaft,28637,PG-13 - Teens 13 or older,"Aniplex, TBS",24 min. per ep.,73763
830,Sexfriend,6.68,Hentai,2,OVA,Shinkuukan,11328,Rx - Hentai,"Green Bunny, Cosmic Ray",30 min. per ep.,15807
7366,Please Save My Earth Movie:From Alice to Rin-kun,6.68,"Drama, Romance, Sci-Fi, Shoujo",1,Movie,Production I.G,581,PG-13 - Teens 13 or older,"Victor Entertainment, Hakusensha",1 hr. 40 min.,1709
222,Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",13,TV,Arms,9251,R+ - Mild Nudity,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures",25 min. per ep.,17246
626,"Protect Me, Heavenly Moon Guardian!",6.68,"Comedy, Fantasy, Magic, Romance, Shounen",22,TV,Toei Animation,3065,PG-13 - Teens 13 or older,,24 min. per ep.,7109
4054,Norimono Oukoku BuBu ChaCha,6.68,"Slice of Life, Comedy",26,TV,Daume,320,G - All Ages,,20 min. per ep.,630
3098,Shutsugeki! Machine Robo Rescue,6.68,"Action, Mecha, Sci-Fi",53,TV,Sunrise,641,PG - Children,"TV Tokyo, Bandai Visual, Lantis",23 min. per ep.,1326
10936,Cat God:Ohanami Ghostbusters,6.68,"Comedy, Supernatural, Seinen",1,OVA,AIC PLUS+,1925,PG-13 - Teens 13 or older,Akita Shoten,27 min.,3422
4362,Fireball,6.68,"Comedy, Sci-Fi",13,TV,Jinnis Animation Studios,6650,G - All Ages,Walt Disney Studios,1 min. per ep.,8998
15005,Kyou no Asuka Show,6.68,"Comedy, Ecchi, Seinen",20,ONA,SILVER LINK.,16945,PG-13 - Teens 13 or older,"Lantis, Half H.P Studio",3 min. per ep.,35863
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,6.68,"Sci-Fi, Adventure, Super Power, Martial Arts, Fantasy, Shounen",1,OVA,Toei Animation,27585,PG-13 - Teens 13 or older,,30 min.,31959
34834,Hina Logic – from Luck & Logic,6.68,"Action, Comedy, Fantasy, School",12,TV,Doga Kobo,8966,PG-13 - Teens 13 or older,"Bandai Visual, Lantis, Nitroplus, Bushiroad, Yuhodo",23 min. per ep.,23435
1487,.hack//Unison,6.68,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",1,Special,Bee Train,15344,PG-13 - Teens 13 or older,"Bandai Visual, Bandai",24 min.,21400
956,Dino Mech Gaiking,6.68,"Adventure, Mecha, Sci-Fi, Shounen",44,TV,Toei Animation,663,PG-13 - Teens 13 or older,Dynamic Planning,24 min. per ep.,1853
13263,Fate/Zero:Please! Einzbern Counseling Room,6.67,Comedy,6,Special,ufotable,18808,PG-13 - Teens 13 or older,Aniplex,15 min. per ep.,30944
2884,Aachi and Ssipak,6.67,"Action, Comedy",1,Movie,,5217,R+ - Mild Nudity,,1 hr. 28 min.,8516
38039,Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.,6.67,Hentai,2,OVA,T-Rex,2058,Rx - Hentai,,15 min. per ep.,3793
31196,Cardfight!! Vanguard G GIRS Crisis,6.67,"Action, Game, Shounen",26,TV,TMS Entertainment,4930,PG-13 - Teens 13 or older,"TV Tokyo, Dentsu, Sotsu, Bushiroad",24 min. per ep.,7708
1247,Project Blue Earth SOS,6.67,"Sci-Fi, Adventure, Comedy, Shounen",6,TV,A.C.G.T.,1140,PG-13 - Teens 13 or older,,45 min. per ep.,2956
32802,Cardfight!! Vanguard G Stride Gate,6.67,"Action, Game, Shounen",24,TV,TMS Entertainment,4214,PG-13 - Teens 13 or older,,24 min. per ep.,6707
3271,Daigunder,6.67,"Sci-Fi, Adventure, Mecha",39,TV,Nippon Animation,1440,PG - Children,"TV Tokyo, Victor Entertainment",21 min. per ep.,2290
21835,Majin Bone,6.67,Game,52,TV,Toei Animation,2606,PG-13 - Teens 13 or older,,22 min. per ep.,8742
2783,Thumbelina:A Magical Story,6.67,"Adventure, Fantasy, Shoujo",26,TV,,632,G - All Ages,"Enoki Films, Meruhensha",24 min. per ep.,1315
1277,Ys II:Castle in the Heavens,6.67,"Adventure, Fantasy, Magic, Demons, Drama",4,OVA,,2290,PG-13 - Teens 13 or older,"Kadokawa Shoten, Nihon Falcom",30 min. per ep.,4513
11745,Evil Woman Executive,6.67,Hentai,2,OVA,,5341,Rx - Hentai,"T-Rex, Cotton Doll",30 min. per ep.,9096
18099,Recorder and Randsell Mi,6.67,"Comedy, School, Seinen, Slice of Life",12,TV,Seven,14228,PG-13 - Teens 13 or older,Takeshobo,3 min. per ep.,18673
88,Mobile Suit Gundam F91,6.67,"Drama, Mecha, Military, Sci-Fi, Space",1,Movie,Sunrise,16731,PG-13 - Teens 13 or older,"Sotsu, Shochiku, Atelier Musa, Nagoya Broadcasting Network",2 hr.,23161
17933,Blow the Flute Jaguar!,6.67,"Comedy, Music, Shounen",3,OVA,Kaeruotoko Shokai,153,G - All Ages,Opera House,30 min. per ep.,662
17092,Dallyeola Hani,6.67,Sports,13,TV,Daewon Media,235,G - All Ages,KBS,28 min. per ep.,601
4607,Cantaloupe Collector,6.67,Hentai,2,OVA,Flavors Soft,3608,Rx - Hentai,Milky Animation Label,30 min. per ep.,6415
12857,Star Driver the Movie,6.67,"Action, Mecha, Romance, Shounen",1,Movie,Bones,4695,PG-13 - Teens 13 or older,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Bandai Namco Entertainment",2 hr. 30 min.,11133
33811,Teekyu 8,6.67,"Comedy, Sports, Shounen",12,TV,Millepensee,8287,PG-13 - Teens 13 or older,"DAX Production, Smiral Animation",2 min. per ep.,11705
1177,Alien 9,6.67,"Sci-Fi, Horror, Psychological, School",4,OVA,J.C.Staff,15088,R - 17+ (violence & profanity),"Bandai Visual, Genco, MediaNet, AT-X, Nippon Columbia",28 min. per ep.,27363
3679,Renketsu Houshiki,6.67,Hentai,3,OVA,,4046,Rx - Hentai,Suzuki Mirano,30 min. per ep.,8107
667,Girl Meets Girl,6.67,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",12,TV,Studio Hibari,25767,PG-13 - Teens 13 or older,"Bandai Visual, Lantis",24 min. per ep.,43400
41396,Yuutousei Ayaka no Uraomote,6.67,Hentai,,OVA,,7,Rx - Hentai,,30 min.,2374
1802,Dirty Pair Flash,6.67,"Action, Adventure, Police, Comedy, Sci-Fi",6,OVA,Sunrise,3797,PG-13 - Teens 13 or older,"VAP, Studio Jack",27 min. per ep.,7164
1317,The Illusionary Golden Bowl,6.67,"Sports, Shounen",1,Special,Production I.G,5059,PG - Children,Bandai Visual,29 min.,7654
39163,Literary Nonsense,6.67,Music,1,Music,,629,G - All Ages,,3 min.,684
25117,Ryuugajou Nanana no Maizoukin (TV): Nanana Nippon Mukashibanashi,6.67,Comedy,6,Special,A-1 Pictures,2850,PG-13 - Teens 13 or older,,5 min. per ep.,8120
32031,Leopard Eyes,6.67,Music,1,Music,NAZ,1627,G - All Ages,,4 min.,2126
14853,Possessions,6.67,"Supernatural, Historical",1,Movie,Sunrise,4284,PG-13 - Teens 13 or older,,14 min.,6229
635,Jubei-chan the Ninja Girl:Secret of the Lovely Eyepatch,6.67,"Action, Adventure, Comedy, Drama, Shounen",13,TV,Madhouse,8592,PG-13 - Teens 13 or older,Bandai Visual,25 min. per ep.,15652
31861,Tenchi Muyou! Ryououki 4th Season,6.67,"Action, Sci-Fi, Harem, Space, Comedy, Shounen",4,OVA,AIC,2010,PG-13 - Teens 13 or older,,29 min. per ep.,5543
1445,Speed Racer,6.67,"Adventure, Cars, Sports, Shounen",52,TV,Tatsunoko Production,6665,PG-13 - Teens 13 or older,,25 min. per ep.,11572
22513,Freely Tomorrow,6.67,Music,1,Music,,2052,G - All Ages,Sony Music Entertainment,4 min.,2379
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",13,TV,Studio Hibari,14637,PG-13 - Teens 13 or older,KSS,23 min. per ep.,23699
6055,F,6.67,"Cars, Shounen, Sports",31,TV,Studio Deen,658,PG-13 - Teens 13 or older,"Kitty Films, Fuji TV",25 min. per ep.,2316
11467,TSF Monogatari,6.67,Hentai,2,OVA,,9583,Rx - Hentai,Pink Pineapple,25 min. per ep.,13936
25285,Seireitsukai no Blade Dance Specials,6.67,"Action, Supernatural, Ecchi, Fantasy, School",6,Special,TNK,22348,PG-13 - Teens 13 or older,,3 min. per ep.,30660
